,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
2967544,181,274,260,214132.08,1,1.002388,3853873.13,,,1.001793,18690.18,1.002507,10110.0,1.002257,-18.99004,15096,274_260_181
4593786,6,422,240,1557276.38,-1,0.999426,4262847.46,,,0.999067,5015.55,0.999605,2676.4,0.999418,4.669428,23234,422_240_6
5197218,38,477,160,1731032.21,-1,0.999874,13096689.06,,,0.999874,46559.63,0.999994,33440.0,0.999944,1.0704994,26251,477_160_38
2443787,192,226,340,0.0,0,0.999509,6316771.15,0.999509,0.999509,0.99942,2240.2,1.000045,22416.0,0.999477,-2.8902292,12464,226_340_192
2611114,160,241,500,17248839.99,1,1.000131,177776267.46,1.001131,1.001072,1.000013,156712.34,1.000131,33998.0,1.00011,-0.28014183,13305,241_500_160
2711563,114,251,50,499460.01,1,0.998885,2828369.45,,,0.99879,1690.32,0.999263,9089.77,0.998864,-4.900098,13810,251_50_114
681893,105,64,150,921654.42,1,0.999531,15569258.72,,,0.999367,150889.26,0.999531,166286.0,0.999445,1.0001659,3535,64_150_105
2106440,150,195,440,0.0,0,0.99957,37386233.88,0.99957,0.99957,0.999195,35902.79,0.999988,20532.16,0.9997,-12.099743,10769,195_440_150
990696,54,92,510,50105.81,1,0.997781,43641794.52,0.998222,0.997781,0.997203,219776.49,0.997892,362.32,0.99789,3.1399727,5111,92_510_54
731251,128,68,480,237916.96,1,0.99996,9894582.68,0.99996,0.99996,0.999782,16561.3,0.99996,18641.8,0.999866,0.4196167,3788,68_480_128
3400057,22,313,500,7179071.19,1,1.000509,65301333.43,1.003625,1.00318,1.00036,14425.74,1.000509,4719.4,1.000472,1.5199184,17265,313_500_22
3078986,183,284,360,1188342.01,1,1.002011,46281748.57,1.012813,1.005162,1.001861,9148.86,1.002011,26849.58,1.001899,-0.8302927,15656,284_360_183
1494972,65,139,260,15810400.91,1,0.998882,44457677.0,,,0.998642,9584.1,0.998882,22090.4,0.998714,-14.889836,7671,139_260_65
3001296,103,277,310,4078891.98,-1,1.003771,22888410.99,0.940839,0.984076,1.003705,32013.28,1.003966,47724.5,1.00381,2.169609,15266,277_310_103
4507528,148,414,320,3253174.91,-1,0.999071,22356662.59,0.950578,0.982091,0.999071,8229.06,0.999224,32921.28,0.999101,2.5701523,22802,414_320_148
3668683,103,338,180,594262.45,1,1.001846,4316025.95,,,1.00176,44537.38,1.001932,24371.49,1.001871,-3.399849,18608,338_180_103
896321,30,84,110,4446919.78,-1,0.999371,7744555.6,,,0.999371,6614.02,0.99973,11120.0,0.999505,1.3494492,4631,84_110_30
2219816,95,206,90,24015089.98,1,0.996389,138944682.86,,,0.996086,385125.0,0.996288,9877.0,0.996283,5.199909,11339,206_90_95
654642,156,61,400,0.0,0,0.999075,6614287.61,0.999075,0.999075,0.998706,3676.08,0.999075,34854.56,0.998741,-4.6998262,3395,61_400_156
4142128,148,381,200,562001.44,-1,1.0,11789494.64,,,1.0,25003.44,1.000295,20334.0,1.000163,-3.7801266,20975,381_200_148
894865,145,84,30,0.0,0,1.000544,2477521.99,,,1.000358,5403.0,1.001099,10814.0,1.000605,-0.119805336,4623,84_30_145
3687930,150,340,40,1136291.29,-1,0.999245,16998448.8,,,0.999183,46364.27,0.999432,16047.0,0.999368,-6.8098307,18704,340_40_150
1267643,19,118,270,656850.3,-1,1.000494,4995127.0,,,1.000494,31491.36,1.001074,28745.6,1.000797,19.669533,6517,118_270_19
167225,21,15,470,0.0,0,0.999347,3505226.5,0.999347,0.999347,0.999347,56595.2,0.999477,53619.49,0.999414,-3.4201145,872,15_470_21
1779447,72,165,400,0.0,0,0.998127,85138032.72,0.998127,0.998127,0.998009,3060.0,0.998185,63251.16,0.998017,-0.47028065,9115,165_400_72
590535,21,55,410,596452.05,-1,0.998763,4934251.74,0.989646,0.996042,0.998763,17542.6,0.999035,50219.28,0.998834,0.2002716,3066,55_410_21
1980044,145,184,120,3903046.99,-1,1.002105,22268717.65,,,1.002105,3660.48,1.00263,26170.9,1.002169,7.150173,10132,184_120_145
2953732,99,273,120,7475375.81,-1,1.000485,6789492.45,,,1.000485,42242.34,1.000912,51480.0,1.000678,-2.809763,15027,273_120_99
285583,110,27,30,4004587.75,-1,0.998986,12705444.42,,,0.998986,26965.7,0.999138,45519.76,0.999042,-1.450181,1488,27_30_110
558613,111,52,410,0.0,0,1.001712,3641030.8,1.001712,1.001712,1.001712,24714.0,1.002077,20053.1,1.001914,10.60009,2901,52_410_111
4515256,76,415,160,1441535.57,-1,1.00065,3971358.61,,,1.00065,22255.24,1.000842,9435.53,1.000785,-12.559891,22841,415_160_76
591577,94,55,460,0.0,0,0.998899,2557947.99,0.998899,0.998899,0.998899,1164.6,0.999517,29133.0,0.998923,4.4202805,3071,55_460_94
2028478,67,188,370,4202743.22,-1,0.993812,51248123.68,0.985023,0.992617,0.99332,5933.34,0.994445,990.01,0.994285,15.62953,10377,188_370_67
2171158,193,201,390,4229810.0,1,0.998617,73276008.3,1.011279,1.007837,0.998494,42396.84,0.998617,26318.52,0.99857,1.4102459,11094,201_390_193
1614053,161,150,250,1299549.22,1,1.002767,6770106.2,,,1.002324,4528.0,1.002767,11664.75,1.002448,-11.770129,8275,150_250_161
3983146,166,366,500,2037922.06,1,1.001307,49773905.51,1.001812,1.001812,1.001055,247574.6,1.001307,392356.38,1.001153,-4.9698353,20180,366_500_166
4244248,68,390,360,2644594.11,-1,0.999971,25385315.23,0.950985,0.978008,0.999971,111303.84,1.000152,72039.66,1.000081,-5.8698654,21486,390_360_68
1791920,137,166,480,0.0,0,1.001304,12972324.47,1.001304,1.001304,1.001111,24810.36,1.00124,936.36,1.001235,-6.8598986,9178,166_480_137
874214,71,82,80,14305611.22,-1,1.000328,13068989.74,,,1.000255,88587.0,1.000914,820.79,1.000908,-6.8098307,4518,82_80_71
3627006,26,334,300,2384018.51,-1,1.000087,53831708.57,0.987828,0.996216,0.998796,181487.52,0.999442,228554.95,0.999082,-23.300053,18400,334_300_26
4132435,55,380,270,3479694.12,1,1.002914,17413432.2,,,1.002727,58455.78,1.002914,24276.27,1.002859,4.719496,20927,380_270_55
2820155,51,261,10,11059840.85,-1,1.001303,3931674.12,,,1.000947,12825.76,1.002015,17147.41,1.001404,-16.819836,14356,261_10_51
1233552,9,115,190,886781.7,1,1.002284,9841897.28,,,1.002023,12672.0,1.002415,23049.0,1.002162,-0.93996525,6344,115_190_9
3677964,184,339,90,474548.71,-1,0.998453,7163030.47,,,0.998453,35620.0,0.998599,17401.54,0.998551,-0.9602308,18654,339_90_184
4300760,180,395,430,221147.47,-1,0.996726,3602260.93,0.978994,0.993316,0.996726,18122.6,0.997749,13108.48,0.99732,13.949871,21768,395_430_180
3651090,110,336,400,0.0,0,1.001078,61715140.35,1.001078,1.001078,1.001013,152.32,1.001144,35647.56,1.001013,0.6401539,18520,336_400_110
1037949,27,97,160,1049571.19,1,1.000358,8699493.36,,,0.999741,59430.14,1.000494,18558.51,1.000315,13.259649,5351,97_160_27
4553373,193,418,410,7623937.23,1,1.002657,66268632.03,1.014509,1.014509,1.002524,31241.2,1.002657,49013.79,1.002576,2.449751,23031,418_410_193
15144,55,1,240,1160626.22,1,0.999795,8102805.57,,,0.999616,126232.92,0.999795,58796.28,0.999738,-1.2999773,79,1_240_55
405346,104,38,210,6918431.49,-1,0.999417,10765689.75,,,0.999417,67164.8,0.999624,59010.93,0.999527,5.0103664,2111,38_210_104
2771658,111,256,320,0.0,0,1.000532,3535347.39,1.000532,1.000532,1.000125,11072.05,1.000532,4273.44,1.000419,-3.9601326,14112,256_320_111
1695328,72,157,530,88639.13,-1,1.001801,76285294.0,1.001675,1.001675,1.001801,15971.0,1.001864,15972.0,1.001832,3.169775,8688,157_530_72
4483965,185,412,240,0.0,0,0.999687,13228947.62,,,0.999535,49698.63,1.000051,138635.3,0.999671,-16.720295,22684,412_240_185
1716263,127,159,490,497335.42,1,1.010424,11516977.52,1.011928,1.010761,1.009672,39315.26,1.010631,8571.86,1.01046,-5.7399273,8794,159_490_127
3059426,125,282,480,0.0,0,1.001016,8295593.51,1.001016,1.001016,0.999974,24708.32,1.001243,9940.05,1.000879,-9.530187,15558,282_480_125
263519,126,24,530,1037385.37,-1,0.997758,43131095.4,0.996811,0.997352,0.997758,171243.38,0.997893,161378.73,0.997828,2.080202,1373,24_530_126
3710382,2,342,70,1786566.27,1,1.000791,4883438.88,,,1.000258,2366.7,1.000909,2537.4,1.000572,0.48995018,18817,342_70_2
2813734,198,260,230,440554.91,-1,0.997806,42444821.18,,,0.997806,182466.06,0.998052,191065.02,0.997926,-1.6599894,14323,260_230_198
136859,190,12,530,0.0,0,1.001409,18058713.51,1.001409,1.001409,1.000898,509.67,1.001645,179537.6,1.0009,10.75983,713,12_530_190
2334047,100,216,330,307611.89,1,1.00198,3359241.79,1.00198,1.00198,1.000933,6692.0,1.00198,36882.78,1.001094,6.4098835,11913,216_330_100
128431,11,12,100,0.0,0,0.996672,4532658.43,,,0.996672,4401.9,0.997283,74388.8,0.996706,-1.9097328,670,12_100_11
3288476,41,303,420,20267480.2,-1,0.995576,263276394.53,0.96555,0.985125,0.995488,19443.47,0.995576,39227.6,0.995517,-9.819865,16707,303_420_41
2228848,173,206,540,562370.96,-1,0.994741,7941578.79,0.993423,0.993716,0.994668,14663.16,0.995181,2716.8,0.995101,-8.170009,11384,206_540_173
4199115,135,386,300,1426037.68,-1,1.000325,4075537.25,0.953012,0.991313,0.999762,21584.0,1.000325,108620.16,0.999855,-2.5999546,21260,386_300_135
5104103,123,468,450,1290861.17,-1,1.004129,59271861.13,0.998969,1.002194,1.004129,46859.68,1.004387,55280.6,1.004248,3.399849,25785,468_450_123
2723293,103,252,90,0.0,0,1.000633,12302995.1,,,1.00033,52343.04,1.000633,165.17,1.000632,0.12993813,13869,252_90_103
3549293,113,327,260,747038.47,1,0.999727,12550246.24,,,0.99936,353.82,0.999755,60527.16,0.999362,-4.0102005,18011,327_260_113
2310654,190,214,250,24298104.68,-1,1.000077,17596770.15,,,0.999782,1221.88,1.000502,8253.63,0.999875,13.849735,11795,214_250_190
657605,194,62,0,1893253.85,1,1.000116,2007777.54,,,0.999568,10944.0,1.000253,6424.88,1.0,7.330179,3410,62_0_194
3414267,32,315,110,4147654.25,1,0.99973,4548543.55,,,0.99959,6910.28,0.99973,7125.0,0.999659,-2.3001432,17336,315_110_32
513786,97,48,300,406567.76,-1,0.99771,8104292.39,0.984407,0.984407,0.996657,16974.82,0.99838,10432.0,0.997725,-0.15974045,2670,48_300_97
400781,198,37,520,8187922.5,1,0.999244,81272121.13,1.000667,1.000489,0.999066,311296.3,0.999244,137960.55,0.999189,5.9998035,2087,37_520_198
2586,107,0,130,0.0,0,1.000453,1804172.62,,,0.999877,277.83,1.000632,56720.16,0.99988,8.859634,13,0_130_107
1756146,17,163,320,0.0,0,1.000972,43186894.88,1.000972,1.000972,1.000561,69450.7,1.000972,731.36,1.000967,-2.9700994,8997,163_320_17
4914245,65,451,310,8151558.18,1,0.999171,129625188.86,1.017938,1.007929,0.998921,55568.64,0.999171,71993.79,0.99903,2.8800964,24836,451_310_65
4891407,27,449,270,0.0,0,0.997787,12110595.83,,,0.997787,13791.44,0.998219,926.0,0.998192,4.249811,24722,449_270_27
2688681,117,249,0,4059580.63,-1,1.000558,2165638.56,,,0.999768,55672.65,1.000558,134056.74,1.0,8.579493,13695,249_0_117
3259623,188,301,70,70816.88,-1,1.000341,3083687.83,,,1.000341,23326.56,1.000771,65281.87,1.000454,1.8298626,16562,301_70_188
4211929,149,387,390,834085.98,-1,0.999461,21188463.12,0.986299,0.993164,0.999348,3875.3,0.999745,9868.32,0.99946,6.2298775,21324,387_390_149
3262454,19,301,220,369532.87,-1,0.999384,4899409.99,,,0.999276,38461.28,1.000032,8697.35,0.999893,5.040169,16577,301_220_19
641673,53,60,290,8840617.6,-1,0.998044,36601980.83,,,0.996901,7851.0,0.997536,17283.2,0.997099,8.980036,3329,60_290_53
2239469,47,207,530,0.0,0,1.001326,4277541.53,1.001326,1.001326,1.001202,4489.52,1.001326,1924.32,1.001289,3.3402443,11438,207_530_47
4016407,27,369,520,2202707.26,-1,1.003474,36442988.4,1.002007,1.002741,1.003474,110096.64,1.003749,114286.68,1.003609,-4.429817,20347,369_520_27
2860432,131,264,380,220954.8,1,0.999721,10760208.42,0.999855,0.999855,0.999452,31632.75,0.999721,521.15,0.999717,1.2695789,14558,264_380_131
331028,48,31,200,4290451.67,1,0.999457,12424191.06,,,0.999309,33999.84,0.999494,144121.26,0.999345,0.33020973,1725,31_200_48
5011286,106,460,210,407196.22,1,1.000011,4497552.38,,,0.999809,11648.95,1.000011,36540.46,0.999858,3.3402443,25321,460_210_106
3350930,95,309,240,4282493.94,1,0.99961,111298760.58,,,0.99944,135527.7,0.99961,116245.08,0.999531,-11.10971,17019,309_240_95
2715162,131,251,230,5639689.13,1,1.002977,5819096.02,,,1.003115,10867.5,1.003669,7249.0,1.003448,9.319782,13828,251_230_131
4233773,193,389,380,4386458.63,1,0.999337,135025505.74,1.008889,1.00398,0.999204,303649.92,0.999337,75545.96,0.99931,-1.6999245,21433,389_380_193
365625,87,34,350,197620.73,-1,1.003843,9999125.44,1.001486,1.002586,1.003843,21332.58,1.004158,3194.5,1.004117,3.0195713,1905,34_350_87
1763301,81,164,130,8305433.46,-1,0.999998,24732350.06,,,0.999926,27806.0,1.000357,71074.99,1.000047,0.6496906,9033,164_130_81
1616439,183,150,370,2095962.75,1,0.998622,62397316.07,1.001237,1.000801,0.998476,16627.82,0.998622,3298.56,0.998598,3.1900406,8287,150_370_183
4412300,120,405,510,285762.45,-1,1.001741,11649751.43,1.001433,1.001741,1.001741,72345.0,1.002049,106762.84,1.001866,-3.439784,22326,405_510_120
3998851,71,368,190,1621505.92,1,1.002323,21176222.98,,,1.001471,1433.9,1.002323,3587.8,1.001715,9.709597,20259,368_190_71
3087630,70,285,250,245138.8,-1,0.997211,720439.98,,,0.997211,40822.47,0.997835,1824.0,0.997808,11.370182,15700,285_250_70
5124372,192,470,360,19301911.53,1,1.000711,72291850.75,1.049729,1.043663,1.000432,105457.8,1.000711,2009.28,1.000706,6.480217,25886,470_360_192
1847032,87,171,530,0.0,0,0.990202,10215888.58,0.990202,0.990202,0.989819,12396.0,0.990202,1550.1,0.99016,11.969805,9458,171_530_87
3949188,8,363,460,4739539.41,-1,1.000614,60760895.26,0.998705,0.99956,1.000251,954918.27,1.000982,76810.76,1.000928,-11.429787,20011,363_460_8
434364,20,41,60,445971.92,1,1.000341,6239811.39,,,0.999998,1138.65,1.000499,46708.02,1.00001,-0.92983246,2261,41_60_20
352686,10,33,230,17136747.03,-1,1.000046,61419496.88,,,0.99989,5775.6,1.000513,21575.68,1.000021,-37.10985,1838,33_230_10
3632127,147,335,0,630669.31,-1,1.00016,6351660.74,,,0.999947,4679.0,1.00016,14040.0,1.0,-9.040236,18425,335_0_147
5150749,169,473,30,2739496.53,1,0.999951,4758004.42,,,0.999521,4552.8,1.000289,27663.25,0.99963,4.309416,26018,473_30_169
4928070,90,452,450,0.0,0,0.99903,8487242.56,0.99903,0.99903,0.998892,1736.52,0.999099,6079.08,0.998938,-8.299947,24905,452_450_90
897298,27,84,160,7937631.55,-1,1.000467,12347623.1,,,1.000399,736.2,1.001282,24758.16,1.000425,4.839897,4636,84_160_27
796212,77,74,500,2540181.35,-1,0.998874,28334215.02,0.997643,0.997964,0.998767,23328.75,0.999141,164296.0,0.998813,-0.6997585,4120,74_500_77
3001876,85,277,340,0.0,0,0.999904,16365045.39,0.999904,0.999904,0.999395,15692.0,0.999904,942.0,0.999876,1.0001659,15269,277_340_85
2662226,129,246,320,249349.67,-1,1.003519,2532806.85,1.002637,1.002637,1.003519,9759.75,1.004402,16212.24,1.003851,22.67003,13562,246_320_129
1349937,167,126,40,484443.42,-1,1.000409,6143128.06,,,1.000409,11633.91,1.000695,10484.0,1.000559,-0.25987625,6934,126_40_167
2974103,173,275,40,52319.0,-1,1.000373,1433488.54,,,0.99999,18657.21,1.000833,3656.24,1.000695,-4.630089,15129,275_40_173
3436750,115,317,130,106219.09,1,0.998832,16043756.37,,,0.998267,66377.91,0.998832,33950.4,0.998641,5.9199333,17448,317_130_115
1637782,50,152,360,492623.42,-1,1.001725,17794131.94,0.997938,1.000042,1.001725,10758.73,1.002041,32572.08,1.001804,-3.889799,8396,152_360_50
394926,163,37,220,8549710.39,-1,0.999203,43805888.62,,,0.999203,904.92,0.999358,10408.19,0.999215,-7.650256,2057,37_220_163
2907461,196,268,540,632040.62,1,1.000951,3791584.49,1.00268,1.001816,1.000663,52184.16,1.001239,14729.76,1.001112,1.4901161,14794,268_540_196
2342486,182,217,200,4006263.6,1,0.999102,8972666.15,,,0.999102,14736.0,0.999373,129638.3,0.99913,26.789904,11955,217_200_182
3702437,57,341,220,5288470.91,-1,0.999847,15231891.4,,,0.999634,10526.75,1.000512,421.44,1.000478,-11.919737,18777,341_220_57
2192609,152,203,370,2053313.44,1,1.001092,15419014.14,1.037999,1.018585,1.000342,33339.0,1.001302,14349.53,1.001014,-2.359748,11202,203_370_152
2712928,85,251,120,401421.5,1,0.99829,2230690.56,,,0.997444,22044.81,0.999136,51354.0,0.997952,-9.120107,13817,251_120_85
4924642,62,452,280,0.0,0,1.001526,4211325.75,,,1.000866,52737.24,1.001586,31731.9,1.001316,-14.290214,24888,452_280_62
3482444,64,321,220,514618.95,-1,1.004845,4487979.35,,,1.004646,93314.0,1.005523,25746.84,1.005333,-5.6797266,17677,321_220_64
3355649,14,309,480,4558789.68,-1,0.999971,146159533.83,0.999053,0.999591,0.999971,84741.6,1.000097,11700.88,1.000082,-3.6799908,17043,309_480_14
5085376,196,467,60,1127329.06,1,0.998403,3435637.84,,,0.997892,12105.5,0.998403,30201.11,0.998038,5.2404404,25691,467_60_196
1108900,58,103,460,3900240.8,-1,0.997883,64504182.5,0.995068,0.996068,0.997821,3893.04,0.998052,64899.0,0.997834,-1.4102459,5711,103_460_58
3856948,168,355,240,127745536.75,1,1.000759,314782970.23,,,1.000639,30993.34,1.000759,25065.0,1.000705,13.079643,19549,355_240_168
4003859,79,368,440,6085330.95,1,1.005073,21391832.23,1.022043,1.017415,1.004302,190469.58,1.005073,192505.22,1.004686,5.069971,20284,368_440_79
3797772,192,350,30,51270.55,-1,1.000387,4366297.31,,,0.999978,1220.7,1.000797,9895.77,1.000068,5.0497055,19253,350_30_192
1284160,188,120,0,1940091.01,1,0.99956,2981561.79,,,0.99956,1343.0,1.000677,2070.53,1.0,14.950037,6600,120_0_188
619090,58,58,230,0.0,0,1.000569,52006000.38,,,1.000214,3543.36,1.000586,17132.62,1.000278,6.3204765,3213,58_230_58
4349723,143,400,130,19027.87,1,1.001184,52096.58,,,0.997348,99281.0,1.001184,67003.92,0.999641,-9.139776,22013,400_130_143
3334034,199,307,490,654644.69,1,0.999857,17856138.76,1.000628,1.000628,0.999471,115525.44,0.999857,31038.21,0.999775,11.9102,16934,307_490_199
496860,48,46,530,816395.29,-1,1.003083,16070231.12,1.001672,1.002573,1.003083,104923.1,1.003239,87790.85,1.003168,17.299652,2583,46_530_48
2648643,77,245,190,1928270.58,1,1.001328,27336320.38,,,1.001045,3957.24,1.001505,28279.0,1.001101,0.3695488,13494,245_190_77
223759,110,21,110,38639948.82,1,1.000566,58561648.24,,,1.00042,31236.0,1.000566,26444.86,1.0005,2.770424,1166,21_110_110
2257186,53,209,320,763164.87,1,0.995805,37811358.91,1.001948,0.996441,0.995594,16262.0,0.995805,102058.71,0.995623,-3.309846,11527,209_320_53
52692,115,5,0,2231632.63,-1,1.000398,11596990.09,,,0.999983,506.72,1.000338,10138.0,1.0,2.7096272,275,5_0_115
1983982,122,184,320,1596504.85,-1,0.999347,16821929.37,0.994031,0.997221,0.999347,308714.8,0.999878,181554.12,0.999682,-4.0900707,10152,184_320_122
4386852,72,403,340,2038081.71,1,1.000147,97091195.63,1.007957,1.002659,0.99971,42462.96,1.000147,11352.82,1.000054,0.6997585,22199,403_340_72
2815970,45,260,350,16368918.26,-1,0.99816,646499712.62,0.996594,0.996901,0.99816,75064.32,0.998194,11142.74,0.99819,-1.1998415,14335,260_350_45
2159220,195,200,340,2141341.2,-1,1.000201,47336998.98,0.987762,0.997191,1.000201,12463.75,1.000401,29919.0,1.00026,6.0498714,11034,200_340_195
4865920,140,447,90,10435019.63,-1,1.0009,76828439.22,,,1.0009,1984.56,1.001021,8270.0,1.000923,-4.9698353,24594,447_90_140
2664676,191,246,440,39594487.24,1,1.003874,273719521.31,1.016249,1.008917,1.00377,13971.6,1.003887,80734.16,1.003787,5.580187,13574,246_440_191
324696,52,30,420,0.0,0,1.002287,8354068.25,1.002287,1.002287,1.002287,6690.09,1.002629,7396.83,1.002449,0.1502037,1692,30_420_52
926771,101,87,10,4910296.73,-1,1.001667,1552443.28,,,1.001257,4839.84,1.005416,80999.0,1.001493,-2.6798248,4786,87_10_101
1904625,158,177,150,584511.62,-1,0.998857,4639994.39,,,0.998857,10203.91,0.999424,21160.0,0.999041,-22.869705,9750,177_150_158
2468339,67,228,480,310384.64,-1,1.001753,21371893.84,1.001192,1.001542,1.001753,31007.13,1.001893,25295.07,1.00183,10.449886,12588,228_480_67
3808790,10,351,40,300182.14,1,0.999565,2566489.94,,,0.999401,7282.8,0.999565,1040.57,0.999544,-5.2797794,19309,351_40_10
952312,86,89,210,1634852.57,1,1.003151,2919296.3,,,1.00243,11494.38,1.003202,5654.13,1.002948,-15.689731,4916,89_210_86
2388002,127,221,290,33676864.27,1,1.006339,40086192.2,,,1.005456,8513.6,1.006941,25578.54,1.005827,-20.909904,12184,221_290_127
2790707,55,258,180,7661757.12,-1,1.000732,7719714.25,,,1.000641,196776.0,1.000824,56692.79,1.000783,-1.860261,14208,258_180_55
215459,63,20,230,0.0,0,0.999673,3085219.32,,,0.999673,17599.66,0.999865,33747.84,0.999739,1.950264,1123,20_230_63
3886102,122,358,50,5100234.69,1,1.00111,7840401.85,,,1.000393,273099.15,1.00111,282368.92,1.000746,-3.9601326,19695,358_50_122
2362000,194,219,80,14727986.57,-1,0.999668,13373179.54,,,0.999668,3018.0,1.0,9781.56,0.999746,-3.1799078,12053,219_80_194
313935,43,29,410,0.0,0,1.000835,8085757.73,1.000835,1.000835,1.000835,89035.99,1.00143,49344.13,1.001218,-6.7299604,1636,29_410_43
4739378,198,435,360,5033768.24,-1,0.998882,147490009.17,0.993665,0.993665,0.998882,160759.58,0.99913,104732.88,0.999032,7.8701973,23961,435_360_198
4451388,8,409,270,38675590.24,-1,0.997027,44428535.9,,,0.997027,25732.8,0.997689,7724.97,0.997536,0.4005432,22522,409_270_8
243903,93,23,60,0.0,0,1.00123,1622902.24,,,1.001054,9411.6,1.00123,5705.0,1.001164,3.7300587,1271,23_60_93
4794372,192,440,360,9535.98,1,0.998459,9290300.45,0.998937,0.998538,0.997981,12522.0,0.998538,1503.48,0.998479,3.5905838,24236,440_360_192
2254997,53,209,210,0.0,0,0.997288,26294678.91,,,0.997076,26500.41,0.997288,94301.24,0.997123,1.4305115,11516,209_210_53
5170190,10,474,460,6499847.02,1,1.00442,49024569.09,1.021002,1.019182,1.004218,72255.3,1.00442,55630.4,1.004332,-8.670092,26116,474_460_10
2551005,149,236,230,0.0,0,1.002581,6787788.07,,,1.002408,71028.72,1.002638,3482.6,1.002628,4.440546,13003,236_230_149
4638575,195,426,270,3563855.84,-1,0.999376,16016463.72,,,0.999268,29711.76,0.999484,7869.3,0.999438,-7.650256,23457,426_270_195
1453894,107,135,370,804923.81,-1,0.999417,10622093.27,0.998359,0.998359,0.999376,27518.4,1.000312,737.79,1.000287,-13.449788,7462,135_370_107
4133692,112,380,330,54903619.39,-1,1.001116,1467671536.01,0.99251,0.993481,1.001116,73487.25,1.001181,18566.4,1.001168,5.5003166,20933,380_330_112
806779,60,75,490,5752382.29,1,1.003546,27265726.88,1.005953,1.004654,1.003431,262.56,1.003584,4201.6,1.00344,5.5003166,4174,75_490_60
2719123,112,251,430,12584640.84,1,0.998898,528298040.03,1.001956,1.000334,0.998836,79869.94,0.998898,161350.56,0.998857,-0.39994717,13848,251_430_112
4129186,6,380,110,0.0,0,1.000792,3913550.46,,,1.000638,1959.2,1.001302,26270.7,1.000685,-9.959936,20911,380_110_6
3915912,132,360,440,1611113.93,-1,0.998096,23632648.93,0.976802,0.992635,0.998096,68506.2,0.998372,34153.78,0.99828,-6.890297,19844,360_440_132
3027588,127,279,530,0.0,0,1.007043,15821837.93,1.007043,1.007043,1.006644,97373.5,1.007223,1391.85,1.007215,-0.6997585,15398,279_530_127
1952135,154,181,360,605007.65,-1,1.00166,9541456.42,0.978027,0.988935,1.00166,20144.56,1.002114,69655.95,1.001762,-1.7499924,9991,181_360_154
5018138,158,461,0,517454.39,-1,0.999991,2704490.85,,,0.999991,449.8,1.000658,34297.62,1.0,7.0405006,25355,461_0_158
1947783,158,181,140,2810780.85,-1,1.006384,1634504.49,,,1.006187,25555.0,1.007172,10232.0,1.00689,4.8804283,9969,181_140_158
4729666,86,434,430,258638.49,1,1.009047,1496217.21,1.050708,1.025993,1.00834,14594.16,1.009047,10603.18,1.00875,5.7697296,23913,434_430_86
640491,41,60,230,75090258.87,-1,0.998345,154922815.07,,,0.998305,24753.0,0.998426,103480.08,0.998328,-5.4502487,3323,60_230_41
3041819,29,281,150,1674173.8,1,1.001627,21573669.6,,,1.001218,686.41,1.001729,68676.0,1.001223,1.6105175,15470,281_150_29
4681929,149,430,240,4519641.45,-1,1.000946,8468110.88,,,1.000946,23140.74,1.001152,7974.5,1.001099,-7.9399347,23674,430_240_149
178582,50,16,510,0.0,0,1.001583,12459725.9,1.001583,1.001583,1.00144,23598.96,1.001583,44535.33,1.001489,-18.000008,931,16_510_50
1653041,143,154,30,34250.57,1,0.999512,354578.97,,,0.997455,99274.65,0.999512,66023.1,0.998691,10.449886,8473,154_30_143
3361774,139,310,230,1680238.87,1,1.000877,6811658.92,,,1.000776,4751.52,1.000877,19998.0,1.000796,3.5595894,17073,310_230_139
3942638,58,363,130,1917071.48,-1,1.002401,32130355.67,,,1.002173,13893.25,1.002855,1191.66,1.002801,-10.470152,19978,363_130_58
2966920,154,274,230,0.0,0,1.000722,1095864.89,,,1.000248,44499.88,1.000722,15121.92,1.000602,1.2600422,15093,274_230_154
1515924,138,141,220,14780.55,-1,1.003877,305048.66,,,1.00362,8219.4,1.005415,7606.74,1.004553,23.90027,7777,141_220_138
676497,171,63,420,3791902.08,1,1.003891,42203526.48,1.017446,1.016937,1.003474,278933.4,1.003983,14539.67,1.003958,-14.55009,3507,63_420_171
4211399,19,387,370,0.0,0,0.999076,8472012.55,0.999076,0.999076,0.998644,878.08,0.999553,33617.16,0.998667,-10.750294,21322,387_370_19
557741,13,52,370,0.0,0,1.001822,16709382.68,1.001822,1.001822,1.001822,1125.7,1.002,13735.98,1.001836,-3.4701824,2897,52_370_13
4954482,102,455,120,23441.34,1,0.999969,11010573.09,,,0.999593,15940.0,1.000157,318.98,1.000146,-23.189783,25037,455_120_102
3854117,137,355,100,649198.78,1,1.002257,8484453.4,,,1.002065,33695.36,1.002353,2713.1,1.002332,-1.9299984,19535,355_100_137
4791686,106,440,230,183225.07,1,1.002611,5580603.28,,,1.002191,4772.0,1.002611,6970.04,1.002362,7.029772,24223,440_230_106
4520777,197,415,430,803027.65,1,0.999023,11380978.84,1.015868,1.007336,0.998804,91949.17,0.999023,31508.85,0.998967,2.310276,22868,415_430_197
1406694,188,131,170,0.0,0,1.002098,3546057.79,,,1.001888,48281.69,1.002308,2629.0,1.002286,-1.2099743,7222,131_170_188
